id,raw_no,category,year,event_name,period,start_date,end_date,venue,host,organizer,phone,fax,email,homepage
681,681,전시회,2019,2019 세계태양에너지엑스포,2019.06.19~2019.06.21,2019-06-19,2019-06-21,전시홀 4A," 세계태양에너지엑스포 조직위원회","한국건설생활환경시험연구원, 충남창조경제혁신센터, 서울에너지공사, 녹색에너지연구원, 한국태양에너지학회, 한국태양광발전학회, 인더스트리 뉴스, 월간 솔라투데이 탄소제로",02-719-6931,02-715-8245,expo@infothe.com,www.exposolar.org
682,682,전시회,2019,2019 세계에너지저장시스템엑스포,2019.06.19~2019.06.21,2019-06-19,2019-06-21,전시홀 5A,세계에너지저장시스템 엑스포 조직위원회,"한국ESS산업진흥회, 인더스트리뉴스, 월간 솔라투데이 탄소제로",070-5031-5319,02-715-8245,expo@infothe.com,www.essexpo.co.kr
683,683,전시회,2019,2019 세계탄소제로엑스포,2019.06.19~2019.06.21,2019-06-19,2019-06-21,"전시홀 4B,전시홀 5B",세계탄소제로엑스포 조직위원회,"한국건설생활환경시험연구원, 한국기후변화연구원, 인더스트리 뉴스, 월간 솔라투데이 탄소제로",070-5031-5319,02-715-8245,expo@infothe.com,www.carbonzeroexpo.com
684,684,전시회,2019,2019 해양수산·양식·식품 수출박람회(2019 Sea Farm Show),2019.06.20~2019.06.22,2019-06-20,2019-06-22,전시홀 9A,해양수산부,채널A,02-2020-2987,--,minah@donga.com,http://www.seafarmshow.com/
685,685,전시회,2019,메가쇼 2019 시즌1,2019.06.20~2019.06.23,2019-06-20,2019-06-23,"전시홀 7,전시홀 8",메가쇼,메가쇼,02-6677-3477,02-6677-0477,megashow@megashow.co.kr,www.megashow.co.kr
686,686,전시회,2019,여성발명왕 Expo,2019.06.20~2019.06.23,2019-06-20,2019-06-23,전시홀 9B,특허청,(사)한국여성발명협회,02-538-2710,02-538-2714,kwia@inventor.or.kr,www.kiwie.or.kr
687,687,전시회,2019,2019 국제 LED & OLED EXPO,2019.06.25~2019.06.27,2019-06-25,2019-06-27,"전시홀 3,전시홀 4","산업통상자원부, LED산업포럼, 대한무역투자공사 ","㈜엑스포앤유 ",02-783-7979,02-793-7292,led@exponu.com,www.ledexpo.com
688,688,전시회,2019,인사이드 3D프린팅 2019,2019.06.26~2019.06.28,2019-06-26,2019-06-28,전시홀 5,"(한)킨텍스, (미)3DR Holdings, 3DPrint.com, SmarTech","(한)킨텍스, (미)3DR Holdings, 3DPrint.com, SmarTech",031-995-8074,031-995-8779,inside3dprinting@kintex.com,"www.inside3dprinting.co.kr  "
689,689,전시회,2019,나노코리아 2019,2019.07.03~2019.07.05,2019-07-03,2019-07-05,"전시홀 4,전시홀 5","산업통상자원부, 과학기술정보통신부","나노융합산업연구조합, 나노기술연구협의회",031-548-2008,031-258-8509,ntrayou@nanokorea.net,http://nanokorea.or.kr/main/main.php
690,690,전시회,2019,창립 50주년 기념 고속도로 특별박람회,2019.07.04~2019.07.05,2019-07-04,2019-07-05,"전시홀 6A,전시홀 6B",한국도로공사 도로교통연구원,,031-8098-6157,--,,
691,691,전시회,2019,제2회 한국국제전자담배박람회,2019.07.05~2019.07.07,2019-07-05,2019-07-07,전시홀 7,"킨텍스, 더페어스, 한국전자담배산업협회",,031-995-8073,031-995-8779,vapekorea@kintex.com,www.vapekorea.co.kr
692,692,이벤트,2019,2019년도 인공지능 R&D 그랜드 챌린지 대회,2019.07.12~2019.07.12,2019-07-12,2019-07-12,전시홀 6,과학기술정보통신부,"정보통신기획평가원 ∙ 전자부품연구원 ",042-612-8183,042-612-8119," sylee0107@iitp.kr",http://www.ai-challenge.kr
693,693,전시회,2019,케이팜 귀농귀촌박람회 2019,2019.07.18~2019.07.20,2019-07-18,2019-07-20,전시홀 7,㈜메쎄이상,,02-6121-6420,02-6121-6401,kfarm@esgroup.net,http://kfarm.co.kr
694,694,전시회,2019,2019 대한민국생활낚시박람회,2019.07.19~2019.07.21,2019-07-19,2019-07-21,"전시홀 4A,전시홀 4B",㈜서울메쎄인터내셔널,㈜서울메쎄인터내셔널,02-2284-0018,02-2284-0005,gpdus3048@seoulmesse.com,http://fishing-korea.com
695,695,전시회,2019,2019 청소년 발명 페스티벌,2019.07.25~2019.07.27,2019-07-25,2019-07-27,전시홀 4,특허청,한국발명진흥회,042-481-8620,--,nyazz@kipa.org,
696,696,이벤트,2019,2019 GS25 뮤직 앤 비어페스티벌,2019.08.03~2019.08.03,2019-08-03,2019-08-03,"전시홀 7,전시홀 8",㈜GS리테일,비이피씨탄젠트,070-5055-6289,02-554-4160,soonho@bepc.co.kr,www.facebook.com/funGS25/
697,697,이벤트,2019,2019 국제기능올림픽선수협회 전시•체험교육•기능경기대회,2019.08.06~2019.08.07,2019-08-06,2019-08-07,전시홀 7B,(사)국제기능올림픽선수협회,(사)국제기능올림픽선수협회,032-327-1232,032-505-1240,,www.world-skills.kr
698,698,이벤트,2019,어반자카파 10주년 전국투어-고양,2019.08.10~2019.08.10,2019-08-10,2019-08-10,전시홀 5A,"㈜컬쳐팩토리, 제이지스타",,051-811-1045,--,leeeyuu@naver.com,
699,699,이벤트,2019,제2회 모두의 온리 페스티벌,2019.08.10~2019.08.11,2019-08-10,2019-08-11,전시홀 7A,㈜ 북팔코믹스,㈜ 북팔코믹스,02-6010-0969,--,bcf@bookpalcomics.com," http://moduonly.com"
700,700,이벤트,2019,"3.1운동 100주년, 광복74주년 2019 통일실천축제한마당",2019.08.15~2019.08.15,2019-08-15,2019-08-15,전시홀 8,"통일을실천하는사람들, 대한민국헌정회",원케이미디어그룹,02-3448-8500,02-325-8509,"peacemaker@globalpeace.org ",www.koreaunited.kr
701,701,전시회,2019,2019 미베 베이비엑스포 / 미래유아교육박람회,2019.08.15~2019.08.18,2019-08-15,2019-08-18,"전시홀 4,전시홀 5",㈜미래전람,,02-2238-0345,02-2238-0348,miraefairs@naver.com,www.mibe.co.kr
702,702,전시회,2019,제4회 대한민국 국제 관광박람회,2019.08.15~2019.08.18,2019-08-15,2019-08-18,전시홀 3,대한민국 국제 관광박람회 조직위원회,㈜유니버설라이브,02-3785-3905,02-3785-3908,ktourism2019@naver.com,www.ktourismshow.com
703,703,전시회,2019,2019 한국관상어산업박람회 및 제5회 해양수산부장관배 한국관상어품평회,2019.08.16~2019.08.18,2019-08-16,2019-08-18,전시홀 7A,해양수산부,,02-765-2079,02-744-2079,kafaco1992@naver.com,www.kafaco.co.kr
704,704,전시회,2019,"제51회 MBC건축박람회 ",2019.08.22~2019.08.25,2019-08-22,2019-08-25,"전시홀 1,전시홀 2,전시홀 3,전시홀 4,전시홀 5A",동아전람,,02-780-0366,02-780-0368,"dongaf@naver.com ","www.dong-afairs.co.kr  "
705,705,이벤트,2019,2019 퍼펙트 코리아 & 피닉스컵 4차 대회,2019.08.25~2019.08.25,2019-08-25,2019-08-25,"전시홀 6B,전시홀 6C",(사)대한다트협회,,02-6124-6721,02-6124-6759,entry@darts.kr,http://www.phoenixdart.com
706,706,전시회,2019,제12회 국제자원순환산업전/2019 한국 중장비부품 및 어태치먼트 전시회,2019.08.28~2019.08.30,2019-08-28,2019-08-30,전시홀 7,주식회사 광륭,,02-599-1582,02-599-1498,"info@re-tech.org, info@kohes.kr","www.re-tech.org, www.kohes.kr"
707,707,전시회,2019,2019 로보유니버스 & K드론,2019.08.28~2019.08.30,2019-08-28,2019-08-30,,킨텍스,,031-995-8182~8189,031-995-8785,bjsong@kintex.com,www.robouniverse.co.kr
708,708,전시회,2019,2019 KOFURN(한국국제가구 및 인테리어산업대전)/한국국제목공기계전시회,2019.08.29~2019.09.01,2019-08-29,2019-09-01,"전시홀 3,전시홀 4,전시홀 5",대한가구산업협동조합연합회,,032-321-9094,032-712-2721,kofurn1981@gmail.com,www.kofurn.or.kr
709,709,이벤트,2019,2019 현대 트럭 & 버스 비즈니스 페어 ; 공존(共存),2019.08.29~2019.09.01,2019-08-29,2019-09-01,전시홀 8B,현대자동차,현대자동차,02-6677-0094,--,,www-trucknbus.hyundai.com/kr
710,710,전시회,2019,2019 대한민국 에너지대전,2019.09.03~2019.09.06,2019-09-03,2019-09-06,"전시홀 1,전시홀 2",산업통상자원부,한국에너지공단,052-920-0302,--,"ssoi20@energy.or.kr ",www.koreaenergyshow.or.kr
711,711,전시회,2019,2019 월드 스마트시티 엑스포,2019.09.04~2019.09.06,2019-09-04,2019-09-06,"전시홀 3,전시홀 4,전시홀 5","국토교통부, 과학기술정보통신부","한국토지주택공사, 한국수자원공사, 킨텍스",031-810-8114,031-995-8088,ghkoo@kintex.com,www.smartcityasia.net
712,712,전시회,2019,2019 전역예정장병 취업박람회,2019.09.05~2019.09.05,2019-09-05,2019-09-05,전시홀 6,"국방부, KB국민은행",국방전직교육원,02-2006-6133,02-2006-9594,moti@career.co.kr,http://moti.career.co.kr
713,713,전시회,2019,2019 한국골프용품전 in Summer,2019.09.05~2019.09.08,2019-09-05,2019-09-08,전시홀 7A,SBS미디어넷,코어엑스포,02-6938-1476,--,lake@sbs.co.kr,
714,714,전시회,2019,대한민국 음향음악산업전 2019,2019.09.18~2019.09.20,2019-09-18,2019-09-20,전시홀 8A,"(사)한국음향학회, (사)한국방송장비산업진흥협회, (사)한국음향예술인협회, (사)한국라이브사운드협회, 한국교회방송기술인연합회",주식회사 젠코리아,02-711-4546,02-711-4549,kosound@genkorea.co.kr,www.ksoundmusicfair.com
715,715,전시회,2019,2019 대한민국 교회건축&리모델링 박람회,2019.09.18~2019.09.20,2019-09-18,2019-09-20,,"국민일보, ㈜젠코리아, 서울전람㈜",교회건축포럼,02-711-4546,02-711-4549,kocad@genkorea.co.kr,www.kocad.co.kr
716,716,전시회,2019,DMZ 페스타,2019.09.18~2019.09.21,2019-09-18,2019-09-21,전시홀 5,경기도,경기관광공사,031-956-8318,031-956-8399,wtg8255@gto.or.kr,
717,717,전시회,2019,2019 매경 창업 & 프랜차이즈 쇼,2019.09.19~2019.09.21,2019-09-19,2019-09-21,전시홀 4A,매일경제,(주)엑스포럼,02-6000-6717,--,info@startupexpo.co.kr,http://www.startupexpo.co.kr/
718,718,전시회,2019,2019 티몬국제어린이초등교육박람회,2019.09.19~2019.09.22,2019-09-19,2019-09-22,전시홀 7A,"(주)티몬, (주)제이엠컴퍼니",,1544-7052-,070-4015-4016,jm_fair@naver.com,httt://www.eduexpo.co.kr
719,719,이벤트,2019,2019 퍼펙트 코리아 & 피닉스컵 5차 대회,2019.09.22~2019.09.22,2019-09-22,2019-09-22,"전시홀 6A,전시홀 6B,전시홀 6C",(사)대한다트협회,,02-6124-6721,02-6124-6759,entry@darts.kr,http://www.phoenixdart.com
720,720,전시회,2019,제5회 대한민국 안전산업박람회,2019.09.25~2019.09.27,2019-09-25,2019-09-27,"전시홀 1B,전시홀 2,전시홀 3,전시홀 4B","행정안전부, 산업통상자원부, 경기도","킨텍스, 코트라",031-995-8270,031-995-8082,k-safetyexpo@kintex.com,"www.k-safetyexpo.com "
721,721,전시회,2019,2019 기상기후산업 박람회,2019.09.25~2019.09.27,2019-09-25,2019-09-27,전시홀 1,기상청,"한국기상산업기술원, 에너지경제, 킨텍스",031-995-8746,031-995-8082,"meteo@kintex.com ",www.meteoexhi.kr
722,722,전시회,2019,2019 국제도로교통박람회,2019.09.25~2019.09.27,2019-09-25,2019-09-27,전시홀 5,"킨텍스, 한국도로협회","킨텍스, 한국도로협회",031-995-8208,031-995-8082,rotrex@kintex.com,https://www.road-trafficshow.com
723,723,전시회,2019,2019 한국건설안전박람회,2019.09.25~2019.09.27,2019-09-25,2019-09-27,전시홀 1A,KINTEX,,031-995-8245,031-995-8082,Kconsafetyexpo@kintex.com,www.k-consafetyexpo.com
724,724,전시회,2019,2019 경기환경산업전,2019.10.01~2019.10.02,2019-10-01,2019-10-02,전시홀 5,경기도,킨텍스,031-995-8283,--,aileen@kintex.com,www.ecofairkorea.kr
725,725,전시회,2019,제28회 코베 베이비페어,2019.10.03~2019.10.06,2019-10-03,2019-10-06,,(주)메쎄이상,,02-6121-6458,02-6121-6459,cobe.es@esgroup.net,http://www.cobe.co.kr
726,726,전시회,2019,2019 코베 유아교육전,2019.10.03~2019.10.06,2019-10-03,2019-10-06,"전시홀 7,전시홀 8",(주)메쎄이상,,02-6121-6458,02-6121-6459,cobe.es@esgroup.net,educobe.co.kr
727,727,전시회,2019,2019 오토살롱위크,2019.10.03~2019.10.06,2019-10-03,2019-10-06,"전시홀 1,전시홀 2,전시홀 3,전시홀 4","산업통상자원부, 국토교통부","㈜서울메쎄인터내셔널, ㈜킨텍스",031-995-8099,--,info@autosalonweek.com,www.AUTOSALONWEEK.com
728,728,이벤트,2019,2019 파이널판타지14 팬페스티벌 서울,2019.10.05~2019.10.06,2019-10-05,2019-10-06,전시홀 9A,㈜액토즈소프트,㈜씨제이이엔엠,02-3671-0000,02-732-8623,ajanin@actoz.com,https://www.ff14.co.kr/Events/Fanfest2019/Main
729,729,전시회,2019,2019 호텔쇼&레스토랑 산업전,2019.10.09~2019.10.12,2019-10-09,2019-10-12,"전시홀 7,전시홀 8","호텔앤레스토랑 매거진, (주)미래전람",,02-2238-0320,02-2238-0347,hotelshow2014@naver.com,www.hotelshow.co.kr
730,730,전시회,2019,2019 로보월드,2019.10.09~2019.10.12,2019-10-09,2019-10-12,"전시홀 1,전시홀 2",산업통상자원부,"한국로봇산업협회, 한국로봇산업진흥원, 제어로봇시스템학회",02-780-3075,--,info@korearobot.or.kr,http://www.robotworld.or.kr/wp/
731,731,전시회,2019,2019 카페&베이커리페어,2019.10.09~2019.10.12,2019-10-09,2019-10-12,옥외,(주)미래전람,,02-2238-0347,02-2238-0348,cafe_bakery@naver.com,www.cafenbakeryfair.com
732,732,전시회,2019,2019 대한민국 뷰티박람회,2019.10.10~2019.10.13,2019-10-10,2019-10-13,"전시홀 3,전시홀 4,전시홀 5",경기도,"KINTEX, KOTRA",031-995-8133,031-995-8049,kbeautyexpo@kintex.com,www.k-beautyexpo.co.kr
733,733,이벤트,2019,부활 BORN AGAIN 라이브 투어 콘서트,2019.10.12~2019.10.12,2019-10-12,2019-10-12,전시홀 10B,"경기신문 인천본사, ㈜KBES","부활엔터테인먼트, ㈜케이워크, ㈜액츠29",02-744-5812,--,pwwha@naver.com,
734,734,전시회,2019,한국포장전 2019,2019.10.15~2019.10.18,2019-10-15,2019-10-18,"전시홀 7,전시홀 8",월간 포장타임즈,(주)엑스포서비스,031-758-2812~2813,031-758-2815,hpshow@naver.com,www.hpack.org
735,735,이벤트,2019,24회 서울디저트페어 [할로윈&이색푸드],2019.10.19~2019.10.20,2019-10-19,2019-10-20,전시홀 9A,㈜ 북팔코믹스,㈜ 북팔코믹스,02-6010-8941,--,bcf@bookpalcomics.com,www.seouldessert.com
736,736,이벤트,2019,제76회 돌프리마켓 서울,2019.10.20~2019.10.20,2019-10-20,2019-10-20,전시홀 8A,돌프리마켓 사무국,돌프리마켓 사무국,--,02-6008-7860,dollfreemarket@naver.com,http://dollfree.com
737,737,이벤트,2019,2019 퍼펙트 코리아 & 피닉스컵 6차 대회,2019.10.20~2019.10.20,2019-10-20,2019-10-20,"전시홀 6B,전시홀 6C",(사)대한다트협회,,02-6124-6721,02-6124-6759,entry@darts.kr,http://www.phoenixdart.com
738,738,전시회,2019,2019 한국산업대전 (한국기계전 & 머신소프트),2019.10.22~2019.10.25,2019-10-22,2019-10-25,"전시홀 2,전시홀 3,전시홀 4,전시홀 5",산업통상자원부,한국기계산업진흥회,02-369-7903,02-369-7899,exhibit@koami.or.kr,www.komaf.org
739,739,전시회,2019,2019 한국산업대전 (2019 서울국제공구전),2019.10.22~2019.10.25,2019-10-22,2019-10-25,"전시홀 1A,전시홀 1B",한국공구공업협동조합,한국공구공업협동조합,02-711-0989,02-8272-5059,7110989@naver.com,www.tooltechkorea.com
740,740,전시회,2019,2019 교육기부박람회,2019.10.23~2019.10.26,2019-10-23,2019-10-26,전시홀 7,한국과학창의재단,,02-555-0701,--,proarm@kofac.re.kr,www.edudonation2019.com
741,741,전시회,2019,2019 대한민국 미래교육 한마당,2019.10.23~2019.10.26,2019-10-23,2019-10-26,전시홀 8A,교육부,,044-203-7127,--,jyn1010@unione.co.kr,www.future-edufair.kr
742,742,전시회,2019,2019 한국골프용품전,2019.10.24~2019.10.27,2019-10-24,2019-10-27,전시홀 10B,(주)SBS골프,코어엑스포,02-6938-1476,02-6938-1598,lake@sbs.co.kr,http://plus.golf.sbs.co.kr/html/front/expo2019
743,743,이벤트,2019,송가인과 미스트롯이 함께하는 초월페스티발,2019.10.27~2019.10.27,2019-10-27,2019-10-27,전시홀 9,내츄럴헬스케어주식회사,스타백홀딩스 주식회사,02-2111-8010,--,mybeautyinc@naver.com,www.nhcc.co.kr
744,744,이벤트,2019,2019 대한민국 소상공인 대회,2019.10.30~2019.10.31,2019-10-30,2019-10-31,전시홀 10,소상공인연합회,,070-4944-1940,050-4926-0027,jgyi@kfme.or.kr,www.kfme.or.kr
745,745,이벤트,2019,2019 SKT 장애청소년 ICT 메이커톤 행복 코딩스쿨 협약식,2019.10.30~2019.10.31,2019-10-30,2019-10-31,전시홀 9A,한국장애인단체총연맹 / SK텔레콤,,02-783-0067,02-783-0069," mail@kodaf.kr",itchallenge.kodaf.or.kr/
746,746,전시회,2019,2019 첨단소재부품뿌리산업기술대전,2019.10.30~2019.11.01,2019-10-30,2019-11-01,전시홀 7,산업통상자원부,"한국산업기술진흥원, 한국생산기술연구원, 한국산업기술평가관리원, 대한무역투자진흥공사, 한국소재부품투자기관협의회, 킨텍스",031-995-8739,031-995-8088,kmcw_ppuri@kintex.com,www.emcpw.kr
747,747,전시회,2019,대한민국우수상품전시회(G-FAIR KOREA 2019),2019.10.31~2019.11.03,2019-10-31,2019-11-03,"전시홀 1,전시홀 2,전시홀 3","경기도, 전국경제진흥원협의회","경기도경제과학진흥원, KOTRA",031-259-6531~4,031-259-6258,gfair@gbsa.or.kr,www.gfair.or.kr
748,748,전시회,2019,2019 산학협력 EXPO,2019.11.06~2019.11.08,2019-11-06,2019-11-08,전시홀 4,교육부,한국연구재단,02-3445-1552,02-6007-1455,great@funfac.co.kr,www.uicexpo.org
749,749,전시회,2019,"2019 시니어 라이프 & 복지 박람회 ",2019.11.06~2019.11.08,2019-11-06,2019-11-08,전시홀 3,"한국사회복지협의회, 킨텍스, 한국경제신문","한국고령친화용품산업협회, 한국복지용구판매협회, 대한실버산업협회, 한국보조기기산업협회, 한국노인복지중앙회, 한국재가장기요양기관정보협회, 한국재가노인복지협회, 한국노인장기요양기관협회, (사)50플러스코리안, 한국노년복지연합, 한국지체장애인협회, 한국장애인개발원, 실버산업전문가포럼, 한국재활복지공학회, 한국노인인력개발원, 한국보건산업진흥원, 한국정보화진흥원, 국민건강보험공단, 경기복지재단, ㈜서울전람",031-995-8073,--,sendex@kintex.com,www.sendex.co.kr
750,750,전시회,2019,디자인코리아 페스티벌 2019,2019.11.06~2019.11.10,2019-11-06,2019-11-10,전시홀 5,산업통상자원부,한국디자인진흥원,--,--,phj@kidp.or.kr,www.designkorea.kidp.or.kr
751,751,전시회,2019,제4회 2019 경기도 교통안전 박람회,2019.11.08~2019.11.09,2019-11-08,2019-11-09,전시홀 7A,경기도,킨텍스,031-995-8764,--,ts2019@outlook.kr,http://www.tsfair.com/2019/
752,752,전시회,2019,메가쇼 2019 시즌2,2019.11.14~2019.11.17,2019-11-14,2019-11-17,"전시홀 2,전시홀 3,전시홀 4",메가쇼,메가쇼,02-6677-3477,02-6677-0477,megashow@megashow.co.kr,www.megashow.co.kr
753,753,전시회,2019,"2019 대한민국 과일산업대전 ",2019.11.15~2019.11.17,2019-11-15,2019-11-17,,농림축산식품부,"한국과수농협연합회 ",02-512-6763,--,kff2019@daum.net,http://www.과일대전.com
